,price,area,latitude,longitude,Bedrooms,Bathrooms,neworold,type_of_building,Price_sqft,Furnished_status_Semi-Furnished,Furnished_status_Unfurnished
300,14800000.0,2050.0,28.44359907502,77.0798618095476,3.0,4.0,Resale,Flat,7219.512195121952,False,False
301,47500000.0,4600.0,28.4124748256981,77.039877,5.0,6.0,Resale,Flat,10326.08695652174,True,False
302,9500000.0,1775.0,28.686595916748047,77.3729476928711,3.0,3.0,Resale,Flat,5352.112676056338,True,False
303,2950000.0,1050.0,28.7264530405965,77.3373385265705,2.0,2.0,Resale,Flat,2809.5238095238096,False,False
304,2550000.0,675.0,28.5315337,77.216852,2.0,2.0,Resale,Flat,3777.777777777778,True,False
305,4500000.0,1162.0,28.532593,77.399792,3.0,2.0,Resale,Flat,3872.63339070568,False,True
306,3479999.9999999995,700.0,28.5980365,77.0765245,2.0,2.0,Resale,Flat,4971.428571428571,True,False
307,5400000.0,1160.0,28.5894599721197,77.429712,2.0,2.0,Resale,Flat,4655.172413793103,False,False
308,7200000.0,2095.0,28.410634342974,77.2862061141823,4.0,3.0,Resale,Flat,3436.7541766109784,False,False
309,4760000.0,1190.0,28.620768,77.425805,2.0,2.0,Resale,Individual House,4000.0,False,False
310,3200000.0,810.0,28.34562110900879,77.32642364501953,3.0,2.0,Resale,Flat,3950.617283950617,False,True
311,10500000.0,1695.0,28.50320625305176,77.42758178710938,3.0,3.0,Resale,Individual House,6194.690265486725,True,False
312,3900000.0,825.0,28.5073636,77.4091,2.0,2.0,Resale,Flat,4727.272727272727,False,True
313,12500000.0,1850.0,28.43058099,76.94862,3.0,3.0,Resale,Flat,6756.756756756757,False,False
314,6959999.999999999,1340.0,28.502597,77.428742,3.0,3.0,Resale,Flat,5194.029850746268,False,False
315,2750000.0,850.0,28.638572692871094,77.43085479736328,2.0,2.0,Resale,Flat,3235.294117647059,False,True
316,35000000.0,8500.0,28.57150077819824,77.37000274658203,10.0,7.0,Resale,Individual House,4117.64705882353,True,False
317,7700000.0,1380.0,28.436305,77.13605,2.0,2.0,Resale,Individual House,5579.710144927536,False,False
318,6000000.0,1300.0,28.6390639,77.3242583,2.0,2.0,Resale,Flat,4615.384615384615,False,False
319,6000000.0,1000.0,28.49747657775879,77.0271224975586,2.0,2.0,New Property,Flat,6000.0,False,True
320,4500000.0,1000.0,28.643642,77.34532,2.0,2.0,Resale,Flat,4500.0,False,False
321,6000000.0,1350.0,28.675872,77.474266,3.0,2.0,Resale,Flat,4444.444444444444,False,False
